gene,method,wv,rmse,region,r2,mae
phoa,ga,599.0,-0.951869020664681,vis,0.18298745568275265,0.7279205471559893
phoa,ga,615.0,-0.951869020664681,vis,0.18298745568275265,0.7279205471559893
phoa,ga,616.0,-0.951869020664681,vis,0.18298745568275265,0.7279205471559893
phoa,ga,620.0,-0.951869020664681,vis,0.18298745568275265,0.7279205471559893
phoa,ga,624.0,-0.951869020664681,vis,0.18298745568275265,0.7279205471559893
phoa,ga,634.0,-0.951869020664681,vis,0.18298745568275265,0.7279205471559893
phoa,ga,650.0,-0.951869020664681,vis,0.18298745568275265,0.7279205471559893
phoa,ga,653.0,-0.951869020664681,vis,0.18298745568275265,0.7279205471559893
phoa,ga,657.0,-0.951869020664681,vis,0.18298745568275265,0.7279205471559893
phoa,ga,669.0,-0.951869020664681,vis,0.18298745568275265,0.7279205471559893
phoa,ga,672.0,-0.951869020664681,vis,0.18298745568275265,0.7279205471559893
phoa,ga,674.0,-0.951869020664681,vis,0.18298745568275265,0.7279205471559893
phoa,ga,683.0,-0.951869020664681,vis,0.18298745568275265,0.7279205471559893
phoa,ga,686.0,-0.951869020664681,vis,0.18298745568275265,0.7279205471559893
phoa,ga,689.0,-0.951869020664681,vis,0.18298745568275265,0.7279205471559893
phoa,ga,696.0,-0.951869020664681,vis,0.18298745568275265,0.7279205471559893
phoa,cluster,579.0,-1.0606554408388804,vis,-0.014432110379205332,0.8516058041796922
phoa,cluster,683.0,-1.0606554408388804,vis,-0.014432110379205332,0.8516058041796922
phoa,perm_imp,579.0,-1.0606554408388804,vis,-0.014432110379205332,0.8516058041796922
phoa,perm_imp,683.0,-1.0606554408388804,vis,-0.014432110379205332,0.8516058041796922
phoa,consensus,400.0,-0.9560190826668544,vis,0.17584772508999968,0.7365148411785158
phoa,consensus,423.0,-0.9560190826668544,vis,0.17584772508999968,0.7365148411785158
phoa,consensus,457.0,-0.9560190826668544,vis,0.17584772508999968,0.7365148411785158
phoa,consensus,459.0,-0.9560190826668544,vis,0.17584772508999968,0.7365148411785158
phoa,consensus,492.0,-0.9560190826668544,vis,0.17584772508999968,0.7365148411785158
phoa,consensus,499.0,-0.9560190826668544,vis,0.17584772508999968,0.7365148411785158
phoa,consensus,500.0,-0.9560190826668544,vis,0.17584772508999968,0.7365148411785158
phoa,consensus,559.0,-0.9560190826668544,vis,0.17584772508999968,0.7365148411785158
phoa,consensus,570.0,-0.9560190826668544,vis,0.17584772508999968,0.7365148411785158
phoa,consensus,574.0,-0.9560190826668544,vis,0.17584772508999968,0.7365148411785158
phoa,consensus,585.0,-0.9560190826668544,vis,0.17584772508999968,0.7365148411785158
phoa,consensus,592.0,-0.9560190826668544,vis,0.17584772508999968,0.7365148411785158
phoa,consensus,602.0,-0.9560190826668544,vis,0.17584772508999968,0.7365148411785158
phoa,consensus,613.0,-0.9560190826668544,vis,0.17584772508999968,0.7365148411785158
phoa,consensus,619.0,-0.9560190826668544,vis,0.17584772508999968,0.7365148411785158
phoa,consensus,624.0,-0.9560190826668544,vis,0.17584772508999968,0.7365148411785158
cbblr,baseline,,-0.9278293749615332,vis,-0.07703504583089504,0.7504824776271433
cbblr,mi,654.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,420.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,457.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,419.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,455.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,426.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,441.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,436.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,454.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,657.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,433.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,400.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,435.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,408.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,427.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,653.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,655.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,421.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,430.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,438.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,428.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,456.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,443.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,452.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,431.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,649.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,648.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,429.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,652.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,406.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,453.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,647.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,451.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,650.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,445.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,444.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,446.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,646.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,448.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,450.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,439.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,651.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,404.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,442.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,643.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,640.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,449.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,645.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,644.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,403.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,642.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,641.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,447.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,639.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,405.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,402.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,638.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,401.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,637.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,636.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,630.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,631.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,632.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,mi,633.0,-0.9184838342608088,vis,-0.05544749322349651,0.7381151727834036
cbblr,coeffs,526.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,527.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,528.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,529.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,530.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,531.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,532.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,533.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,489.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,497.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,506.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,495.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,494.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,493.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,492.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,491.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,490.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,496.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,488.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,487.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,486.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,485.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,484.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,483.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,482.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,500.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,505.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,504.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,503.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,502.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,501.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,499.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,498.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,575.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,664.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,401.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,545.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,637.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,608.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,402.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,636.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,680.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,681.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,544.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,548.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,543.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,668.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,569.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,539.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,538.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,570.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,573.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,665.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,400.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,582.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,667.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,613.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,572.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
cbblr,coeffs,565.0,-0.9395966329089259,vis,-0.10452742186844866,0.76644316168407
