gene,method,wv,rmse,region,coeff,penalty,ratio,r2,mae
phoa,baseline,423,-0.9457668837817047,vis,-0.0005268661552058248,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,424,-0.9457668837817047,vis,-1.1108471980839712e-05,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,425,-0.9457668837817047,vis,-0.11220183027575156,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,426,-0.9457668837817047,vis,-0.0006008302056260407,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,427,-0.9457668837817047,vis,0.0001502116750481246,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,428,-0.9457668837817047,vis,-0.43191473261606234,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,429,-0.9457668837817047,vis,0.2897952915845856,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,430,-0.9457668837817047,vis,0.05976238308324191,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,431,-0.9457668837817047,vis,0.09618131024837691,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,432,-0.9457668837817047,vis,0.1709378794160428,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,433,-0.9457668837817047,vis,0.000310315267085115,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,434,-0.9457668837817047,vis,0.0002007646668010021,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,435,-0.9457668837817047,vis,0.994078881391895,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,436,-0.9457668837817047,vis,1.2232657726364322,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,437,-0.9457668837817047,vis,0.7851912362028638,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,438,-0.9457668837817047,vis,0.8251311927769314,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,439,-0.9457668837817047,vis,1.1063483927253424,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,440,-0.9457668837817047,vis,0.8403804509109268,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,441,-0.9457668837817047,vis,-0.011650171560097958,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,442,-0.9457668837817047,vis,-1.7018747346630132,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,443,-0.9457668837817047,vis,-1.3821466236526576,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,444,-0.9457668837817047,vis,-1.8541332819329153,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,445,-0.9457668837817047,vis,-0.577010797674736,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,446,-0.9457668837817047,vis,0.0005743533049058187,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,447,-0.9457668837817047,vis,-0.0,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,448,-0.9457668837817047,vis,-0.0,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,449,-0.9457668837817047,vis,0.9773216827846253,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,450,-0.9457668837817047,vis,0.559474854947909,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,451,-0.9457668837817047,vis,0.04039469766349252,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,452,-0.9457668837817047,vis,-0.0007475096340818353,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,453,-0.9457668837817047,vis,-0.8983395790622474,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,454,-0.9457668837817047,vis,0.00013846019685382062,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,455,-0.9457668837817047,vis,-1.815211260878961e-05,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,456,-0.9457668837817047,vis,0.00017066972315544492,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,457,-0.9457668837817047,vis,0.4020867006778166,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,458,-0.9457668837817047,vis,0.324370437013297,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,459,-0.9457668837817047,vis,0.45715706156433134,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,460,-0.9457668837817047,vis,1.8396371336361805e-07,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,461,-0.9457668837817047,vis,-0.22581849855063874,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,462,-0.9457668837817047,vis,0.14763150861320362,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,463,-0.9457668837817047,vis,2.0398164171746798,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,464,-0.9457668837817047,vis,0.47758522726842506,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,465,-0.9457668837817047,vis,1.2309247488031,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,466,-0.9457668837817047,vis,0.9657127718540041,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,467,-0.9457668837817047,vis,0.04827360705746438,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,468,-0.9457668837817047,vis,-0.08410853348448404,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,469,-0.9457668837817047,vis,-0.12443312313515027,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,470,-0.9457668837817047,vis,-0.0,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,471,-0.9457668837817047,vis,-0.6009839663374861,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,472,-0.9457668837817047,vis,-0.5500187049334048,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,473,-0.9457668837817047,vis,-0.30336140682440144,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,474,-0.9457668837817047,vis,-1.1322219478523192,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,475,-0.9457668837817047,vis,-0.3035474337256452,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,476,-0.9457668837817047,vis,0.0005835596895522651,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,477,-0.9457668837817047,vis,-0.35950230300000185,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,478,-0.9457668837817047,vis,-0.25402715689837957,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,479,-0.9457668837817047,vis,0.00036743726014381656,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,480,-0.9457668837817047,vis,-6.272745555144852e-05,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,481,-0.9457668837817047,vis,-8.989063852481876e-05,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,482,-0.9457668837817047,vis,-1.5902364988125774,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,483,-0.9457668837817047,vis,1.2765940804213365e-05,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,484,-0.9457668837817047,vis,0.5106886433450878,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,485,-0.9457668837817047,vis,-0.6530539048534217,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,486,-0.9457668837817047,vis,-3.017070422298902e-05,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,487,-0.9457668837817047,vis,-1.0157409105988187,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,488,-0.9457668837817047,vis,0.15636849916115952,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,489,-0.9457668837817047,vis,0.45613985878447244,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,490,-0.9457668837817047,vis,-0.00022563614167602278,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,491,-0.9457668837817047,vis,0.0,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,492,-0.9457668837817047,vis,0.9067394351235342,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,493,-0.9457668837817047,vis,-0.08737893964570223,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,494,-0.9457668837817047,vis,0.7016426154327261,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,495,-0.9457668837817047,vis,0.0,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,496,-0.9457668837817047,vis,0.43834632648452265,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,497,-0.9457668837817047,vis,0.1751588972299788,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,498,-0.9457668837817047,vis,-1.0784518001701644,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,499,-0.9457668837817047,vis,1.1057402776460026,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,500,-0.9457668837817047,vis,1.1056444899196398,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,501,-0.9457668837817047,vis,1.224487504942543,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,502,-0.9457668837817047,vis,1.3956528590104922,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,503,-0.9457668837817047,vis,-0.0,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,504,-0.9457668837817047,vis,-0.927342928526853,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,505,-0.9457668837817047,vis,-7.872243160962177e-06,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,506,-0.9457668837817047,vis,-1.0530049749603623,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,507,-0.9457668837817047,vis,0.05511959092365232,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,508,-0.9457668837817047,vis,-0.415072294358956,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,509,-0.9457668837817047,vis,0.07289728643757097,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,510,-0.9457668837817047,vis,0.5766390102167003,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,511,-0.9457668837817047,vis,0.6165998806332335,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,512,-0.9457668837817047,vis,2.050878233635289,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,513,-0.9457668837817047,vis,-0.049046424886740325,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,514,-0.9457668837817047,vis,0.0,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,515,-0.9457668837817047,vis,-0.00011007924778071098,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,516,-0.9457668837817047,vis,-0.0002204978050999917,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,517,-0.9457668837817047,vis,0.3276580376901209,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,518,-0.9457668837817047,vis,0.5270587568847978,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,519,-0.9457668837817047,vis,0.00030205135844718286,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,520,-0.9457668837817047,vis,0.11100003522619539,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,521,-0.9457668837817047,vis,0.013316836407643065,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,522,-0.9457668837817047,vis,0.7331135998675198,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,523,-0.9457668837817047,vis,0.1443406157461844,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,524,-0.9457668837817047,vis,0.5557276400678186,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,525,-0.9457668837817047,vis,1.0495024075267316,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,526,-0.9457668837817047,vis,0.8052117692901549,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,527,-0.9457668837817047,vis,0.24349191255206612,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,528,-0.9457668837817047,vis,0.0,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,529,-0.9457668837817047,vis,0.43704460285278834,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,530,-0.9457668837817047,vis,-0.0031945959378635643,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,531,-0.9457668837817047,vis,0.6903061464896303,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,532,-0.9457668837817047,vis,1.783996365658621,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,533,-0.9457668837817047,vis,0.6867630016425418,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,534,-0.9457668837817047,vis,0.2094142444753917,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,535,-0.9457668837817047,vis,1.172068531155487,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,536,-0.9457668837817047,vis,1.1384424702754308,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,537,-0.9457668837817047,vis,1.1909362196127025,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,538,-0.9457668837817047,vis,-0.14330475457040384,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,539,-0.9457668837817047,vis,0.11439870374020916,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,540,-0.9457668837817047,vis,0.14920061171949744,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,541,-0.9457668837817047,vis,-0.010246166262130816,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,542,-0.9457668837817047,vis,-1.4966431626311572,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,543,-0.9457668837817047,vis,-3.0800446682358937,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,544,-0.9457668837817047,vis,-2.2284784458376063,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,545,-0.9457668837817047,vis,0.20966024039584172,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,546,-0.9457668837817047,vis,0.4847716147188425,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,547,-0.9457668837817047,vis,0.7334805033537076,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,548,-0.9457668837817047,vis,-0.47141611123944166,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,549,-0.9457668837817047,vis,1.655022527948818,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,550,-0.9457668837817047,vis,0.23747398895110727,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,551,-0.9457668837817047,vis,1.8108327630784238,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,552,-0.9457668837817047,vis,0.24996382418473648,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,553,-0.9457668837817047,vis,0.48211547126110366,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,554,-0.9457668837817047,vis,0.7382162033456758,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,555,-0.9457668837817047,vis,-0.07693951675213943,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,556,-0.9457668837817047,vis,-0.08069107022161275,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,557,-0.9457668837817047,vis,0.036255736487995065,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,558,-0.9457668837817047,vis,3.9252163257405265e-05,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,559,-0.9457668837817047,vis,-0.5417763349108768,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,560,-0.9457668837817047,vis,-1.9726799282168097,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,561,-0.9457668837817047,vis,-0.020376253766541237,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,562,-0.9457668837817047,vis,-0.0,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,563,-0.9457668837817047,vis,-1.1060601683502258,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,564,-0.9457668837817047,vis,-2.091097102928486,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,565,-0.9457668837817047,vis,-1.9893243678708923,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,566,-0.9457668837817047,vis,-1.8885909984748204,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,567,-0.9457668837817047,vis,-0.8764142580432421,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,568,-0.9457668837817047,vis,-0.44586456276646946,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,569,-0.9457668837817047,vis,-1.1328354137862002,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,570,-0.9457668837817047,vis,0.00013059199497887977,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,571,-0.9457668837817047,vis,-0.04277321208243352,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,572,-0.9457668837817047,vis,0.702289020394619,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,573,-0.9457668837817047,vis,0.8506804493364553,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,574,-0.9457668837817047,vis,2.5827331909352815,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,575,-0.9457668837817047,vis,-4.99174875333464e-05,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,576,-0.9457668837817047,vis,-0.43215013081735065,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,577,-0.9457668837817047,vis,1.3545151567533489,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,578,-0.9457668837817047,vis,-0.15432368919705702,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,579,-0.9457668837817047,vis,1.3099181106491675,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,580,-0.9457668837817047,vis,-0.8558503825560015,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,581,-0.9457668837817047,vis,-0.11453431116500483,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,582,-0.9457668837817047,vis,0.36528337588387993,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,583,-0.9457668837817047,vis,-0.4250546415948074,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,584,-0.9457668837817047,vis,-0.8046402530997844,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,585,-0.9457668837817047,vis,-2.6770377226119195,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,586,-0.9457668837817047,vis,-1.9915916796803563,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,587,-0.9457668837817047,vis,0.7636919605380779,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,588,-0.9457668837817047,vis,0.7963076174450029,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,589,-0.9457668837817047,vis,0.19290528244129512,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,590,-0.9457668837817047,vis,-1.8234290603907874,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,591,-0.9457668837817047,vis,-0.24309037874540673,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,592,-0.9457668837817047,vis,-3.4299029720438634,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,593,-0.9457668837817047,vis,-0.3602686919774722,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,594,-0.9457668837817047,vis,-1.8889041046518436,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,595,-0.9457668837817047,vis,0.48278020241191993,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,596,-0.9457668837817047,vis,2.1333037369186254,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,597,-0.9457668837817047,vis,1.956635558538113,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,598,-0.9457668837817047,vis,-2.7210482549097668,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,599,-0.9457668837817047,vis,-4.780899076550892,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,600,-0.9457668837817047,vis,0.017879864690712174,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,601,-0.9457668837817047,vis,-1.5099780313643738,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,602,-0.9457668837817047,vis,1.7991246507620997,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,603,-0.9457668837817047,vis,-1.8595213546453433,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,604,-0.9457668837817047,vis,3.2254517109790216e-05,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,605,-0.9457668837817047,vis,1.2475963864237076,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,606,-0.9457668837817047,vis,1.6290242535135393,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,607,-0.9457668837817047,vis,0.01661953797311057,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,608,-0.9457668837817047,vis,1.1549126726913699,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,609,-0.9457668837817047,vis,0.5016990217508072,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,610,-0.9457668837817047,vis,1.89062439791445,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,611,-0.9457668837817047,vis,1.0410823906161781,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,612,-0.9457668837817047,vis,-1.8231242871227067,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,613,-0.9457668837817047,vis,-2.216680756007938,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,614,-0.9457668837817047,vis,-1.7437877741684709,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
phoa,baseline,615,-0.9457668837817047,vis,3.0818812457667235,4.641588833612782e-05,1.0,0.19342910669622804,0.718091034641526
